Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status
Male,No,0,Not Graduate,No,4208.0,45654.0,Yes,562,60,0,Urban,Y
Other,No,0,Not Graduate,No,21242.0,9960.0,Yes,78,240,0,Rural,N
Other,No,2,Not Graduate,No,4971.0,21280.0,Yes,653,360,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,32795.0,23437.0,Yes,664,60,0,Urban,N
Male,Yes,3,Graduate,No,86500.4,25534.0,Yes,561,240,1,Rural,N
Female,Yes,3,Not Graduate,No,14502.0,34359.0,Yes,684,60,0,Urban,N
Male,No,0,Graduate,No,31577.0,44221.0,Yes,663,360,0,Urban,N
Female,Yes,3,Not Graduate,Yes,13354.0,13339.0,Yes,403,300,1,Rural,Y
Male,No,3,Not Graduate,No,70663.0,35356.0,Yes,521,120,0,Urban,N
Female,No,1,Graduate,No,26860.0,35306.0,Yes,364,120,1,Urban,Y
Other,No,2,Not Graduate,No,36328.0,14823.0,Yes,606,60,1,Rural,Y
Male,Yes,3,Not Graduate,Yes,45769.0,12459.0,Yes,328,240,0,Urban,N
Male,No,3,Not Graduate,No,23771.0,6181.0,Yes,337,60,1,Rural,Y
Male,No,2,Not Graduate,No,55084.0,12208.0,Yes,416,300,0,Rural,Y
Male,No,2,Not Graduate,Yes,44250.0,32009.0,Yes,380,60,0,Rural,N
Female,No,0,Not Graduate,Yes,24419.2,13035.0,Yes,446,300,0,Urban,Y
Male,No,0,Not Graduate,No,53580.0,5876.0,Yes,434,360,1,Semiurban,Y
Other,No,0,Graduate,Yes,20331.0,1475.0,Yes,627,360,0,Semiurban,N
Male,No,1,Not Graduate,Yes,12896.0,26636.0,Yes,607,60,0,Urban,Y
Other,No,3,Not Graduate,Yes,36077.0,24121.0,Yes,79,240,0,Rural,N
Male,No,2,Not Graduate,Yes,74325.0,30978.0,Yes,246,240,1,Semiurban,Y
Other,No,2,Not Graduate,Yes,44620.0,25191.0,Yes,457,60,1,Urban,Y
Male,Yes,1,Graduate,No,31468.2,25860.0,Yes,144,60,1,Rural,N
Other,Yes,2,Not Graduate,No,19049.0,26901.0,Yes,92,120,0,Urban,N
Female,No,2,Not Graduate,No,70678.0,11329.0,Yes,85,120,1,Urban,Y
Male,No,1,Graduate,Yes,32236.0,20056.0,Yes,507,360,1,Semiurban,Y
Female,No,1,Graduate,No,24123.0,35623.0,Yes,178,60,1,Urban,N
Other,Yes,1,Not Graduate,Yes,29007.0,18007.0,Yes,568,300,0,Semiurban,N
Female,Yes,1,Not Graduate,No,13142.0,28025.0,Yes,93,120,0,Urban,N
Female,Yes,1,Not Graduate,No,31498.0,38404.0,Yes,110,240,0,Semiurban,N
Other,No,1,Graduate,No,36226.0,10895.0,Yes,587,180,0,Semiurban,N
Female,No,1,Graduate,Yes,43348.0,9332.0,Yes,412,180,1,Semiurban,Y
Female,No,1,Not Graduate,No,30524.0,35598.0,Yes,170,60,1,Semiurban,Y
Other,No,2,Not Graduate,Yes,52489.0,41458.0,Yes,546,300,0,Rural,N
Female,Yes,1,Graduate,Yes,18298.0,14540.0,Yes,207,360,0,Semiurban,N
Other,No,1,Graduate,Yes,15135.0,4682.0,Yes,306,180,1,Rural,N
Female,Yes,2,Graduate,No,39788.0,9295.0,Yes,624,240,1,Rural,Y
Other,Yes,2,Graduate,No,27920.0,35857.0,Yes,320,240,1,Urban,Y
Other,No,0,Not Graduate,No,65015.0,34520.0,Yes,360,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,66010.0,36782.0,Yes,362,180,0,Urban,N
Female,Yes,1,Graduate,Yes,8643.0,613.0,Yes,166,120,1,Urban,N
Female,Yes,1,Not Graduate,No,53094.0,17027.0,Yes,394,240,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,19729.0,43828.0,Yes,227,360,0,Semiurban,N
Male,No,0,Not Graduate,Yes,56046.0,36160.0,Yes,166,300,1,Urban,N
Male,No,3,Graduate,No,64039.0,45652.0,Yes,214,300,0,Urban,N
Other,Yes,3,Not Graduate,No,44284.0,16202.0,Yes,223,300,0,Semiurban,Y
Female,No,1,Graduate,Yes,14804.0,46905.0,Yes,680,120,0,Rural,N
Other,Yes,3,Not Graduate,Yes,60867.0,20083.0,Yes,204,300,1,Rural,Y
Male,No,0,Not Graduate,No,10816.0,43322.0,Yes,644,300,1,Urban,Y
Female,No,1,Graduate,No,30473.0,49313.0,Yes,559,180,0,Rural,Y
Other,No,2,Not Graduate,No,14932.0,10013.0,Yes,359,120,0,Urban,Y
Female,No,2,Not Graduate,Yes,52410.0,6069.0,Yes,283,120,1,Semiurban,Y
Other,No,0,Graduate,Yes,26709.0,27341.0,Yes,400,180,1,Urban,N
Female,Yes,3,Not Graduate,No,9487.0,36170.0,Yes,211,360,1,Rural,N
Male,No,2,Not Graduate,Yes,20204.0,10819.0,Yes,640,300,1,Rural,Y
Male,Yes,3,Graduate,Yes,8988.0,21560.0,Yes,341,360,0,Rural,N
Female,Yes,2,Graduate,Yes,30364.0,45954.0,Yes,176,180,1,Semiurban,Y
Other,No,3,Not Graduate,Yes,41403.0,29173.0,Yes,651,180,1,Semiurban,N
Male,Yes,2,Not Graduate,No,24048.0,56.0,Yes,143,180,1,Semiurban,N
Male,No,2,Not Graduate,Yes,10093.0,26920.0,Yes,495,180,0,Rural,N
Male,Yes,1,Not Graduate,No,32196.0,5996.0,Yes,138,60,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,25727.0,29801.0,Yes,437,240,0,Semiurban,N
Female,No,0,Graduate,Yes,45167.0,33387.0,Yes,298,180,0,Semiurban,N
Other,No,2,Not Graduate,No,27884.0,16041.0,Yes,230,360,0,Urban,N
Other,No,3,Graduate,No,37607.0,21258.0,Yes,110,180,1,Rural,Y
Other,No,2,Graduate,No,47312.0,13066.0,Yes,196,360,0,Rural,Y
Female,Yes,3,Graduate,Yes,43769.0,2613.0,Yes,680,180,0,Rural,N
Female,No,3,Graduate,No,12575.0,28837.0,Yes,330,180,0,Semiurban,N
Other,Yes,3,Not Graduate,No,13664.0,19219.0,Yes,161,180,0,Semiurban,N
Female,Yes,0,Not Graduate,No,16299.0,25241.0,Yes,346,300,0,Urban,N
Other,Yes,1,Graduate,No,31032.0,41087.0,Yes,611,240,1,Urban,Y
Male,Yes,3,Graduate,No,44397.0,3557.0,Yes,166,240,0,Urban,N
Female,Yes,2,Not Graduate,Yes,68991.0,4171.0,Yes,76,300,0,Semiurban,N
Other,No,1,Graduate,No,58919.0,4982.0,Yes,481,60,0,Semiurban,N
Female,Yes,0,Not Graduate,No,61447.0,13532.0,Yes,360,240,1,Rural,Y
Male,Yes,3,Graduate,No,68498.0,39693.0,Yes,439,180,1,Urban,Y
Female,No,1,Graduate,Yes,73274.0,48562.0,Yes,55,180,1,Urban,Y
Female,No,3,Graduate,No,19775.0,5737.0,Yes,579,240,1,Urban,Y
Female,Yes,2,Graduate,No,38389.0,45670.0,Yes,208,120,0,Semiurban,N
Male,No,1,Graduate,No,9176.0,25561.0,Yes,357,300,0,Urban,N
Female,Yes,1,Graduate,No,51263.0,24329.0,Yes,244,360,0,Urban,Y
Female,No,3,Not Graduate,Yes,12112.0,18957.0,Yes,528,240,0,Semiurban,N
Other,Yes,0,Not Graduate,Yes,30033.0,1156.0,Yes,279,120,0,Semiurban,N
Female,No,0,Graduate,Yes,22984.0,38421.0,Yes,555,240,0,Urban,N
Other,No,0,Graduate,No,34742.0,3868.0,Yes,386,180,0,Rural,Y
Male,No,0,Not Graduate,No,73044.0,41203.0,Yes,182,60,1,Rural,Y
Male,Yes,1,Graduate,No,42210.0,17151.0,Yes,208,60,0,Rural,N
Male,Yes,1,Not Graduate,No,59806.0,44177.0,Yes,321,180,0,Semiurban,N
Male,Yes,3,Not Graduate,Yes,62132.0,8606.0,Yes,582,60,1,Rural,Y
Other,No,0,Not Graduate,Yes,74752.0,39338.0,Yes,344,180,0,Semiurban,N
Female,No,0,Not Graduate,Yes,27269.0,11475.0,Yes,379,120,0,Urban,N
Male,Yes,3,Not Graduate,No,68796.0,45304.0,Yes,330,180,0,Semiurban,N
Female,No,3,Graduate,No,9833.0,44066.0,Yes,486,240,0,Rural,Y
Other,Yes,3,Graduate,No,12527.0,35654.0,Yes,113,240,0,Rural,N
Other,Yes,2,Not Graduate,No,8944.0,47356.0,Yes,408,60,0,Rural,N
Other,Yes,3,Graduate,No,25518.0,861.0,Yes,278,240,1,Rural,Y
Male,Yes,3,Not Graduate,Yes,36102.0,30467.0,Yes,663,300,1,Rural,Y
Female,No,2,Graduate,No,10669.0,21298.0,Yes,296,240,1,Urban,Y
Female,No,0,Graduate,No,28379.0,27933.0,Yes,141,180,1,Urban,Y
Female,No,1,Graduate,Yes,26712.0,44724.0,Yes,697,300,0,Urban,Y
Other,Yes,0,Graduate,Yes,22191.0,49361.0,Yes,50,300,1,Urban,N
Other,Yes,1,Graduate,Yes,40958.0,38998.0,Yes,340,300,0,Rural,Y
Other,Yes,3,Graduate,No,28516.0,22667.0,Yes,295,60,1,Rural,N
Other,Yes,2,Not Graduate,Yes,14624.0,43653.0,Yes,530,60,0,Urban,N
Female,Yes,0,Not Graduate,No,31333.0,16228.0,Yes,321,240,0,Urban,N
Male,Yes,0,Graduate,No,35791.0,34418.0,Yes,566,120,1,Semiurban,Y
Female,No,1,Graduate,No,7652.0,48820.0,Yes,363,60,0,Semiurban,Y
Male,No,3,Graduate,Yes,38516.0,35726.0,Yes,618,360,0,Urban,N
Female,No,3,Not Graduate,Yes,11095.0,20841.0,Yes,188,120,0,Rural,N
Other,No,0,Graduate,Yes,71893.0,5990.0,Yes,547,60,0,Semiurban,N
Other,Yes,2,Graduate,Yes,11095.0,12647.0,Yes,376,60,0,Urban,N
Male,Yes,3,Not Graduate,No,58124.0,18350.0,Yes,170,300,0,Urban,N
Male,No,2,Not Graduate,Yes,31242.0,3286.0,Yes,441,240,1,Urban,Y
Male,No,0,Not Graduate,No,29333.0,18526.0,Yes,514,60,0,Rural,N
Female,No,0,Graduate,Yes,16169.0,33724.0,Yes,226,240,0,Semiurban,N
Female,No,2,Not Graduate,Yes,62222.0,27620.0,Yes,413,180,1,Rural,Y
Male,No,3,Graduate,No,21916.0,217.0,Yes,547,60,0,Semiurban,N
Other,No,0,Not Graduate,Yes,41105.0,35183.0,Yes,210,120,0,Rural,N
Female,No,1,Graduate,Yes,72309.0,22579.0,Yes,599,240,1,Semiurban,Y
Female,No,0,Graduate,No,51194.0,44305.0,Yes,384,360,1,Rural,Y
Female,Yes,3,Graduate,Yes,62422.0,34235.0,Yes,99,360,1,Urban,N
Male,Yes,1,Not Graduate,No,58617.0,45742.0,Yes,138,60,0,Rural,Y
Male,Yes,0,Graduate,Yes,24045.0,19256.0,Yes,625,120,0,Urban,N
Male,Yes,3,Graduate,No,70593.0,16416.0,Yes,274,60,1,Rural,Y
Male,No,3,Graduate,Yes,20061.0,43879.0,Yes,435,60,0,Urban,N
Male,Yes,0,Not Graduate,No,38742.0,19871.0,Yes,216,180,0,Urban,N
Other,No,3,Graduate,Yes,27860.0,23171.0,Yes,386,60,1,Rural,N
Other,Yes,2,Graduate,No,57800.0,25000.0,Yes,639,60,1,Rural,N
Male,No,1,Graduate,Yes,42212.0,21266.0,Yes,484,360,1,Rural,N
Female,No,2,Graduate,Yes,21224.0,3078.0,Yes,571,180,1,Rural,Y
Male,Yes,0,Not Graduate,Yes,70414.0,39406.0,Yes,297,120,1,Rural,Y
Other,Yes,2,Graduate,No,31538.0,29410.0,Yes,93,60,1,Urban,Y
Other,No,0,Not Graduate,No,18037.0,37630.0,Yes,536,240,1,Urban,Y
Female,No,0,Not Graduate,Yes,14690.0,12118.0,Yes,526,180,0,Semiurban,N
Other,No,3,Graduate,Yes,13323.0,21857.0,Yes,158,60,0,Semiurban,N
Male,Yes,3,Not Graduate,Yes,6314.0,12210.0,Yes,119,360,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,49185.0,15031.0,Yes,592,180,0,Rural,N
Male,No,1,Not Graduate,Yes,28851.8,37062.0,Yes,158,240,1,Rural,Y
Male,Yes,1,Graduate,Yes,17356.0,33482.0,Yes,658,60,1,Rural,Y
Female,No,1,Not Graduate,Yes,8340.0,14770.0,Yes,599,240,0,Rural,Y
Male,Yes,2,Not Graduate,Yes,36787.4,36748.0,Yes,313,360,1,Urban,Y
Other,Yes,0,Graduate,Yes,65550.0,37151.0,Yes,339,180,1,Urban,Y
Male,Yes,3,Graduate,Yes,45675.0,44689.0,Yes,194,180,1,Urban,Y
Female,Yes,2,Not Graduate,No,3392.0,39630.0,Yes,578,300,0,Semiurban,N
Female,Yes,2,Not Graduate,No,74007.0,18998.0,Yes,143,360,0,Semiurban,N
Female,No,3,Not Graduate,Yes,53421.0,810.0,Yes,387,180,0,Urban,N
Male,No,0,Graduate,Yes,11137.0,10647.0,Yes,614,120,0,Urban,Y
Female,Yes,2,Not Graduate,Yes,16997.0,34798.0,Yes,670,300,1,Urban,N
Female,No,0,Graduate,No,46792.4,13204.0,Yes,618,360,1,Urban,Y
Male,No,0,Not Graduate,No,13397.0,38015.6,Yes,110,240,0,Urban,N
Other,Yes,0,Not Graduate,Yes,34530.0,15245.0,Yes,586,360,0,Semiurban,N
Male,No,3,Graduate,Yes,51364.0,26361.0,Yes,127,120,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,7794.0,34740.0,Yes,588,120,0,Rural,N
Female,No,2,Graduate,No,74899.0,40722.0,Yes,480,240,0,Urban,N
Male,No,3,Not Graduate,No,11079.0,31843.8,Yes,148,240,0,Rural,N
Other,No,3,Graduate,No,70041.0,34495.0,Yes,589,240,0,Urban,N
Female,No,2,Graduate,No,12448.0,40271.0,Yes,695,300,1,Urban,N
Female,No,3,Not Graduate,Yes,62606.0,37889.0,Yes,364,120,0,Rural,N
Female,No,2,Graduate,Yes,43177.0,18616.0,Yes,272,240,0,Rural,N
Male,No,1,Not Graduate,Yes,35977.0,47777.0,Yes,238,120,1,Rural,Y
Female,Yes,2,Graduate,Yes,23177.0,5680.0,Yes,354,300,1,Urban,N
Other,Yes,3,Graduate,Yes,56673.0,6745.0,Yes,405,60,1,Semiurban,Y
Female,Yes,2,Graduate,No,22431.0,7605.0,Yes,529,300,1,Urban,N
Female,Yes,1,Not Graduate,Yes,70655.0,33530.0,Yes,89,60,1,Rural,Y
Other,No,0,Graduate,Yes,3177.0,32789.0,Yes,525,120,1,Urban,N
Female,No,0,Graduate,No,13226.0,14812.0,Yes,163,240,1,Semiurban,N
Male,No,0,Graduate,Yes,15231.0,37329.0,Yes,375,60,1,Semiurban,N
Male,Yes,3,Not Graduate,Yes,52426.0,3305.0,Yes,671,360,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,55147.0,28843.0,Yes,581,180,1,Urban,N
Other,Yes,2,Graduate,No,17082.0,40538.0,Yes,279,120,0,Semiurban,N
Female,No,2,Graduate,Yes,19175.0,31394.0,Yes,437,60,1,Rural,N
Male,Yes,2,Not Graduate,No,17133.0,9733.0,Yes,354,300,1,Rural,N
Other,No,2,Graduate,No,65877.0,8612.0,Yes,125,240,1,Urban,Y
Female,Yes,3,Graduate,No,25427.0,44504.0,Yes,314,60,0,Rural,N
Other,No,3,Graduate,No,49706.0,4436.0,Yes,364,180,1,Rural,N
Male,Yes,1,Graduate,Yes,17837.0,39865.0,Yes,677,120,1,Urban,N
Male,No,2,Graduate,No,13546.0,26559.0,Yes,564,360,0,Rural,N
Other,Yes,3,Not Graduate,No,70089.0,8314.0,Yes,310,300,1,Urban,Y
Other,No,1,Graduate,Yes,63029.0,41393.0,Yes,418,300,0,Semiurban,N
Male,No,1,Graduate,Yes,28241.0,16335.0,Yes,131,300,1,Rural,Y
Other,Yes,3,Not Graduate,Yes,64445.0,22715.0,Yes,686,120,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,5469.0,4165.0,Yes,279,360,1,Semiurban,N
Male,Yes,0,Not Graduate,Yes,52067.0,40805.0,Yes,695,360,1,Semiurban,Y
Female,No,2,Not Graduate,Yes,4474.0,31037.0,Yes,647,300,1,Semiurban,N
Other,Yes,3,Graduate,Yes,51554.0,14772.0,Yes,347,300,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,34109.0,17999.0,Yes,604,240,1,Urban,Y
Male,Yes,3,Graduate,Yes,25861.0,15505.0,Yes,330,360,0,Urban,Y
Other,Yes,1,Not Graduate,Yes,36105.0,22388.0,Yes,517,300,0,Semiurban,N
Female,Yes,1,Not Graduate,No,60612.0,36576.0,Yes,579,300,1,Semiurban,Y
Male,Yes,3,Graduate,Yes,38596.0,46461.0,Yes,272,60,1,Urban,Y
Other,No,2,Not Graduate,Yes,4336.0,47094.0,Yes,64,240,1,Urban,N
Female,No,2,Not Graduate,No,46316.0,14515.0,Yes,595,360,0,Rural,N
Other,No,0,Not Graduate,No,50917.0,33303.0,Yes,229,360,1,Rural,Y
Other,Yes,3,Graduate,Yes,37435.0,33890.0,Yes,51,360,0,Urban,N
Male,No,2,Graduate,Yes,69748.0,39857.0,Yes,200,240,0,Rural,N
Female,No,3,Not Graduate,No,5768.0,21597.0,Yes,159,120,0,Urban,Y
Male,No,2,Graduate,Yes,67077.0,14103.0,Yes,356,240,1,Semiurban,N
Female,Yes,1,Not Graduate,Yes,30634.0,36302.0,Yes,446,60,1,Urban,Y
Female,No,1,Graduate,No,57928.0,17042.0,Yes,667,180,1,Rural,Y
Female,No,0,Not Graduate,No,52596.0,31004.0,Yes,63,60,0,Urban,N
Female,No,1,Graduate,Yes,56533.0,48149.0,Yes,322,240,1,Semiurban,Y
Female,No,2,Not Graduate,Yes,39444.0,14337.0,Yes,427,180,1,Semiurban,Y
Other,Yes,0,Graduate,Yes,21211.0,30668.0,Yes,256,60,1,Urban,Y
Male,Yes,0,Graduate,No,25669.0,27683.0,Yes,668,300,1,Semiurban,Y
Other,No,1,Not Graduate,Yes,57711.0,7218.0,Yes,296,180,1,Semiurban,Y
Female,No,3,Not Graduate,Yes,73047.0,42126.0,Yes,436,240,1,Urban,Y
Male,No,1,Graduate,No,58480.0,37759.0,Yes,124,120,0,Semiurban,N
Female,No,1,Not Graduate,Yes,36453.0,13794.0,Yes,92,360,0,Urban,N
Male,Yes,0,Not Graduate,Yes,36452.0,42931.0,Yes,182,240,1,Semiurban,Y
Other,Yes,1,Not Graduate,Yes,50769.0,5397.0,Yes,480,360,0,Rural,N
Male,Yes,0,Graduate,No,15891.0,45031.0,Yes,105,180,1,Rural,Y
Male,No,1,Not Graduate,No,66246.0,34772.0,Yes,257,300,1,Rural,Y
Male,No,3,Graduate,No,36501.0,29529.0,Yes,153,300,0,Rural,N
Male,Yes,2,Graduate,Yes,94960.0,2733.0,Yes,513,240,0,Semiurban,N
Male,No,2,Not Graduate,Yes,61475.0,40718.0,Yes,629,180,0,Urban,N
Male,No,3,Graduate,Yes,8450.0,22425.0,Yes,299,360,0,Rural,N
Other,No,1,Not Graduate,No,40403.0,39119.0,Yes,652,60,0,Rural,N
Male,No,2,Not Graduate,Yes,49791.0,33575.0,Yes,452,60,0,Semiurban,N
Other,No,0,Graduate,Yes,30289.0,48828.0,Yes,75,180,0,Urban,N
Female,Yes,0,Graduate,Yes,58679.0,33125.0,Yes,59,120,0,Urban,Y
Male,Yes,3,Graduate,No,26109.0,7311.0,Yes,659,300,1,Semiurban,N
Other,No,3,Not Graduate,Yes,46439.0,35169.0,Yes,663,60,0,Urban,N
Other,No,3,Not Graduate,Yes,27415.0,34042.0,Yes,546,120,0,Rural,N
Female,Yes,2,Graduate,Yes,13181.0,45431.0,Yes,459,60,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,31395.0,15604.0,Yes,270,360,1,Rural,Y
Other,Yes,2,Not Graduate,No,37209.0,16401.0,Yes,593,180,0,Urban,N
Male,Yes,3,Not Graduate,Yes,38158.0,35531.0,Yes,326,360,0,Urban,Y
Other,Yes,0,Graduate,Yes,69920.0,6628.0,Yes,145,60,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,21540.0,5121.0,Yes,488,300,1,Semiurban,Y
Other,No,1,Not Graduate,Yes,7396.0,27573.0,Yes,557,360,0,Urban,N
Female,No,0,Not Graduate,No,59574.0,41525.0,Yes,236,120,0,Semiurban,N
Male,No,2,Graduate,Yes,19652.0,25928.0,Yes,86,360,0,Rural,N
Male,No,1,Not Graduate,No,12716.0,32398.0,Yes,259,180,1,Urban,N
Female,No,1,Graduate,No,18568.0,34239.0,Yes,464,360,1,Rural,N
Male,Yes,1,Graduate,Yes,11669.0,3163.0,Yes,180,180,1,Urban,N
Female,No,1,Graduate,Yes,72807.0,48647.0,Yes,147,120,0,Rural,N
Male,Yes,3,Not Graduate,No,52390.0,21755.0,Yes,492,180,0,Urban,N
Other,Yes,3,Not Graduate,Yes,26386.0,49069.0,Yes,594,180,1,Semiurban,Y
Other,No,2,Not Graduate,No,27152.0,41571.0,Yes,85,60,1,Semiurban,N
Male,Yes,0,Not Graduate,No,17434.0,25638.0,Yes,564,180,0,Rural,N
Male,No,0,Graduate,Yes,32000.0,41395.0,Yes,692,60,1,Rural,Y
Male,No,0,Not Graduate,Yes,30973.0,25223.0,Yes,269,180,0,Semiurban,N
Other,Yes,1,Not Graduate,No,40861.0,10601.0,Yes,411,300,0,Semiurban,Y
Male,No,3,Graduate,Yes,9438.0,4017.0,Yes,77,240,1,Urban,N
Other,Yes,3,Graduate,No,15729.0,2609.0,Yes,587,60,0,Semiurban,N
Female,Yes,2,Graduate,No,29407.0,32850.0,Yes,571,300,1,Urban,N
Other,No,0,Graduate,Yes,45711.0,34557.0,Yes,158,360,0,Semiurban,N
Other,No,3,Not Graduate,No,58850.0,46787.0,Yes,657,300,1,Urban,Y
Female,No,2,Graduate,No,17172.0,42010.0,Yes,230,300,0,Urban,N
Other,Yes,0,Not Graduate,No,72078.0,5708.0,Yes,259,180,1,Urban,Y
Male,No,1,Not Graduate,No,18529.0,7973.0,Yes,391,360,1,Rural,Y
Male,Yes,3,Graduate,No,43281.0,28414.0,Yes,98,360,0,Urban,N
Other,Yes,3,Graduate,No,69644.0,36884.0,Yes,522,120,1,Semiurban,Y
Male,No,1,Graduate,No,15876.0,46009.0,Yes,285,120,1,Urban,N
Male,Yes,3,Not Graduate,Yes,59680.0,38294.0,Yes,490,120,1,Rural,Y
Other,No,0,Graduate,Yes,18097.0,797.0,Yes,170,60,0,Urban,N
Male,Yes,2,Not Graduate,Yes,5859.0,35294.0,Yes,297,300,1,Rural,N
Other,No,3,Graduate,No,27877.0,31582.0,Yes,568,360,0,Rural,N
Male,No,1,Not Graduate,Yes,17628.0,21135.0,Yes,69,180,1,Semiurban,N
Male,Yes,2,Not Graduate,No,11300.0,49914.0,Yes,552,180,0,Semiurban,N
Female,Yes,0,Not Graduate,No,5412.0,41577.0,Yes,413,300,1,Semiurban,N
Female,No,1,Graduate,No,60777.0,12072.0,Yes,538,180,1,Urban,N
Other,No,2,Graduate,No,62484.0,37574.0,Yes,249,240,0,Semiurban,N
Female,No,3,Graduate,Yes,8804.0,12624.0,Yes,452,120,1,Semiurban,Y
Other,No,1,Not Graduate,No,56675.0,20247.0,Yes,294,120,1,Urban,Y
Female,No,0,Not Graduate,No,15392.0,15507.0,Yes,532,240,0,Urban,N
Male,Yes,1,Graduate,No,23029.0,17151.0,Yes,625,180,0,Rural,N
Other,Yes,3,Graduate,No,68263.0,32315.0,Yes,66,360,0,Rural,N
Other,Yes,0,Not Graduate,No,30097.0,47922.0,Yes,88,60,1,Urban,Y
Male,Yes,3,Not Graduate,No,65524.0,31104.0,Yes,344,240,1,Urban,Y
Other,No,2,Graduate,Yes,19395.0,21985.0,Yes,88,240,0,Rural,N
Other,Yes,1,Graduate,Yes,25993.0,30298.0,Yes,236,120,1,Semiurban,Y
Female,Yes,3,Graduate,No,65088.0,35953.0,Yes,358,360,0,Rural,N
Other,Yes,2,Not Graduate,No,63610.0,17461.0,Yes,411,360,0,Semiurban,N
Male,No,0,Not Graduate,No,20258.0,44219.0,Yes,511,180,0,Rural,Y
Female,Yes,0,Graduate,No,10303.0,11802.0,Yes,280,360,1,Semiurban,Y
Female,No,2,Graduate,No,73186.0,42735.0,Yes,299,180,1,Rural,Y
Male,Yes,2,Graduate,Yes,15177.0,31311.0,Yes,51,300,1,Semiurban,N
Male,No,0,Graduate,No,16747.0,13501.0,Yes,524,240,0,Rural,Y
Female,Yes,3,Graduate,Yes,24823.0,11070.0,Yes,231,60,1,Urban,N
Other,No,2,Not Graduate,Yes,14963.0,34658.0,Yes,51,60,1,Rural,N
Female,Yes,3,Graduate,Yes,27928.0,1626.0,Yes,219,240,0,Urban,Y
Female,No,3,Not Graduate,Yes,13038.0,39414.0,Yes,356,180,0,Urban,N
Male,Yes,3,Not Graduate,No,70926.0,28860.0,Yes,98,180,0,Rural,N
Female,No,2,Not Graduate,No,6438.0,30460.0,Yes,471,240,0,Rural,N
Other,No,3,Not Graduate,No,38151.0,29541.0,Yes,334,180,1,Urban,Y
Female,Yes,3,Not Graduate,No,39135.0,28035.6,Yes,429,240,1,Urban,N
Female,Yes,3,Not Graduate,Yes,9167.0,37812.0,Yes,553,60,0,Urban,N
Male,Yes,0,Graduate,No,54303.0,45977.0,Yes,621,60,0,Rural,Y
Male,Yes,1,Graduate,Yes,33360.0,42088.0,Yes,248,120,1,Semiurban,Y
Female,Yes,0,Graduate,No,69310.0,11630.0,Yes,158,60,1,Semiurban,Y
Other,No,0,Graduate,Yes,35862.4,42075.0,Yes,114,120,1,Semiurban,Y
Male,No,1,Graduate,Yes,68478.0,10100.0,Yes,402,300,1,Semiurban,Y
Male,No,1,Not Graduate,Yes,50445.0,29103.0,Yes,147,300,0,Urban,N
Female,No,2,Not Graduate,Yes,39698.0,34096.0,Yes,178,60,0,Urban,Y
Male,No,2,Not Graduate,No,30256.0,4123.0,Yes,317,360,0,Semiurban,Y
Other,No,0,Not Graduate,Yes,37207.0,34079.0,Yes,458,180,0,Semiurban,N
Other,No,3,Not Graduate,No,28151.0,37218.0,Yes,136,60,1,Urban,Y
Male,Yes,2,Graduate,No,57236.0,12230.0,Yes,650,60,0,Urban,N
Male,No,2,Graduate,Yes,41278.0,11807.0,Yes,443,240,1,Semiurban,Y
Female,No,0,Not Graduate,No,52221.0,35493.0,Yes,499,360,1,Semiurban,Y
Other,Yes,3,Graduate,No,50350.0,34951.0,Yes,520,120,0,Urban,N
Other,Yes,1,Graduate,No,29952.0,15427.0,Yes,691,240,1,Urban,N
Male,Yes,1,Graduate,No,13937.0,153.0,Yes,693,60,0,Rural,N
Other,Yes,0,Graduate,Yes,42496.0,1119.0,Yes,343,60,0,Rural,N
Other,No,3,Not Graduate,Yes,28438.4,18539.0,Yes,264,120,0,Rural,N
Female,No,0,Graduate,Yes,61720.0,37933.0,Yes,361,300,1,Semiurban,Y
Female,No,0,Graduate,No,27985.0,1209.0,Yes,253,180,0,Urban,N
Other,Yes,0,Not Graduate,No,22391.0,22812.0,Yes,477,180,1,Semiurban,Y
Other,Yes,3,Not Graduate,Yes,60295.0,33874.0,Yes,585,360,0,Rural,Y
Female,No,0,Not Graduate,Yes,24993.0,14985.0,Yes,142,120,1,Rural,N
Other,No,2,Not Graduate,No,45639.0,24884.0,Yes,77,360,0,Semiurban,N
Male,No,3,Not Graduate,Yes,32720.0,27372.0,Yes,367,120,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,12906.0,38032.0,Yes,448,120,1,Urban,Y
Female,No,3,Not Graduate,Yes,66820.0,12565.0,Yes,315,180,0,Rural,Y
Female,Yes,2,Not Graduate,No,66238.0,27235.0,Yes,334,300,1,Rural,Y
